"Subject"	"mapping"	"Condition"	"Trial"	"TrialType"	"CueType"	"ProbeType"	"feedduration"	"Probe.ACC"	"Probe.RT"	"race"
102	"LeftGun"	"WhiteHisp"	3	"HispTool"	"hispFace4.bmp"	"TOOL3.bmp"	500	1	451	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteGun"	"whiteface3.bmp"	"WEAPON1.bmp"	500	1	395	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteGun"	"whiteface4.bmp"	"WEAPON3.bmp"	500	1	315	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteGun"	"whiteface3.bmp"	"WEAPON1.bmp"	500	1	371	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteGun"	"whiteface1.bmp"	"WEAPON4.bmp"	500	1	499	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispGun"	"hispFace1.bmp"	"WEAPON2.bmp"	500	1	435	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispTool"	"hispFace2.bmp"	"TOOL3.bmp"	500	1	402	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteTool"	"whiteface2.bmp"	"TOOL4.bmp"	500	1	402	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteTool"	"whiteface4.bmp"	"TOOL1.bmp"	500	0	426	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispGun"	"hispFace3.bmp"	"WEAPON3.bmp"	500	1	298	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispGun"	"hispFace4.bmp"	"WEAPON1.bmp"	1000	0	0	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteGun"	"whiteface2.bmp"	"WEAPON2.bmp"	500	0	352	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispGun"	"hispFace1.bmp"	"WEAPON4.bmp"	500	1	360	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteGun"	"whiteface3.bmp"	"WEAPON2.bmp"	500	1	360	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispGun"	"hispFace2.bmp"	"WEAPON4.bmp"	500	1	344	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispGun"	"hispFace3.bmp"	"WEAPON3.bmp"	500	1	304	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteTool"	"whiteface1.bmp"	"TOOL2.bmp"	500	0	312	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispTool"	"hispFace4.bmp"	"TOOL4.bmp"	500	0	384	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispGun"	"hispFace1.bmp"	"WEAPON1.bmp"	500	1	344	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteGun"	"whiteface1.bmp"	"WEAPON4.bmp"	500	1	391	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteTool"	"whiteface4.bmp"	"TOOL3.bmp"	500	0	311	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispTool"	"hispFace2.bmp"	"TOOL2.bmp"	500	1	360	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteTool"	"whiteface2.bmp"	"TOOL1.bmp"	500	0	312	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispTool"	"hispFace3.bmp"	"TOOL2.bmp"	1000	1	560	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispGun"	"hispFace4.bmp"	"WEAPON2.bmp"	1000	0	507	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteGun"	"whiteface3.bmp"	"WEAPON3.bmp"	1000	0	543	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteGun"	"whiteface3.bmp"	"WEAPON1.bmp"	500	1	379	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispTool"	"hispFace1.bmp"	"TOOL4.bmp"	500	1	443	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispTool"	"hispFace2.bmp"	"TOOL3.bmp"	500	1	475	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteTool"	"whiteface4.bmp"	"TOOL1.bmp"	500	0	475	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteTool"	"whiteface2.bmp"	"TOOL2.bmp"	500	1	267	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteGun"	"whiteface1.bmp"	"WEAPON2.bmp"	500	0	419	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteTool"	"whiteface3.bmp"	"TOOL1.bmp"	500	0	427	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteGun"	"whiteface4.bmp"	"WEAPON4.bmp"	500	0	227	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteTool"	"whiteface1.bmp"	"TOOL3.bmp"	500	0	34	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispGun"	"hispFace3.bmp"	"WEAPON3.bmp"	500	0	74	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispTool"	"hispFace4.bmp"	"TOOL4.bmp"	500	0	314	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispGun"	"hispFace1.bmp"	"WEAPON1.bmp"	500	1	330	"white"
102	"LeftGun"	"WhiteHisp"	3	"WhiteGun"	"whiteface2.bmp"	"WEAPON4.bmp"	500	0	290	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispGun"	"hispFace2.bmp"	"WEAPON1.bmp"	500	1	290	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispGun"	"hispFace3.bmp"	"WEAPON3.bmp"	1000	1	595	"white"
102	"LeftGun"	"WhiteHisp"	3	"HispGun"	"hispFace4.bmp"	"WEAPON2.bmp"	500	1	327	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface2.bmp"	"TOOL4.bmp"	500	0	424	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface4.bmp"	"TOOL2.bmp"	500	1	384	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace1.bmp"	"TOOL1.bmp"	500	1	336	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace2.bmp"	"TOOL3.bmp"	500	1	328	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface1.bmp"	"WEAPON3.bmp"	500	0	367	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface3.bmp"	"WEAPON2.bmp"	500	1	431	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace3.bmp"	"WEAPON4.bmp"	500	0	423	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface1.bmp"	"WEAPON1.bmp"	1000	1	583	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace4.bmp"	"TOOL3.bmp"	500	0	346	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace1.bmp"	"TOOL2.bmp"	500	1	274	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace2.bmp"	"TOOL4.bmp"	500	1	435	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace3.bmp"	"TOOL1.bmp"	500	0	467	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface4.bmp"	"WEAPON3.bmp"	500	0	379	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface2.bmp"	"TOOL2.bmp"	500	0	299	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface3.bmp"	"WEAPON4.bmp"	500	1	427	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface2.bmp"	"WEAPON1.bmp"	1000	1	507	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface4.bmp"	"TOOL4.bmp"	500	1	398	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace4.bmp"	"WEAPON2.bmp"	500	1	494	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface3.bmp"	"WEAPON4.bmp"	1000	1	501	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace1.bmp"	"WEAPON1.bmp"	1000	1	609	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace2.bmp"	"WEAPON2.bmp"	500	1	364	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace3.bmp"	"TOOL3.bmp"	500	1	428	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace4.bmp"	"TOOL1.bmp"	500	0	444	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface1.bmp"	"TOOL1.bmp"	1000	1	588	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace1.bmp"	"TOOL4.bmp"	500	0	287	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface3.bmp"	"WEAPON3.bmp"	500	1	359	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace2.bmp"	"WEAPON3.bmp"	500	1	431	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace3.bmp"	"TOOL2.bmp"	500	0	407	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace4.bmp"	"WEAPON2.bmp"	500	1	423	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface2.bmp"	"WEAPON4.bmp"	500	0	368	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace1.bmp"	"TOOL3.bmp"	500	0	376	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface1.bmp"	"TOOL2.bmp"	500	1	376	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface4.bmp"	"TOOL4.bmp"	500	0	432	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface3.bmp"	"TOOL3.bmp"	500	1	448	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace2.bmp"	"TOOL1.bmp"	500	0	376	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface1.bmp"	"WEAPON1.bmp"	500	1	352	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace3.bmp"	"WEAPON2.bmp"	500	1	448	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace4.bmp"	"TOOL4.bmp"	500	0	352	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace1.bmp"	"WEAPON3.bmp"	500	1	361	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface4.bmp"	"WEAPON1.bmp"	1000	1	609	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace2.bmp"	"TOOL3.bmp"	500	1	421	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface2.bmp"	"TOOL2.bmp"	500	1	469	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface1.bmp"	"WEAPON4.bmp"	500	1	413	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface3.bmp"	"TOOL1.bmp"	1000	1	565	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface2.bmp"	"TOOL2.bmp"	1000	1	544	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface4.bmp"	"TOOL1.bmp"	500	1	379	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface1.bmp"	"TOOL3.bmp"	500	1	443	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace3.bmp"	"TOOL4.bmp"	500	0	419	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace4.bmp"	"WEAPON3.bmp"	500	1	331	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface2.bmp"	"TOOL1.bmp"	1000	1	555	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace1.bmp"	"WEAPON2.bmp"	500	0	318	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace2.bmp"	"WEAPON1.bmp"	500	1	431	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface4.bmp"	"WEAPON4.bmp"	500	1	447	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace3.bmp"	"WEAPON4.bmp"	500	1	383	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface3.bmp"	"TOOL2.bmp"	500	0	287	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface4.bmp"	"WEAPON2.bmp"	500	0	407	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace4.bmp"	"TOOL3.bmp"	500	0	271	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace1.bmp"	"WEAPON1.bmp"	500	0	311	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace2.bmp"	"WEAPON3.bmp"	500	1	383	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface3.bmp"	"WEAPON2.bmp"	500	1	310	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface1.bmp"	"WEAPON4.bmp"	500	1	366	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace3.bmp"	"WEAPON1.bmp"	500	1	414	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface2.bmp"	"TOOL4.bmp"	500	1	470	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace4.bmp"	"WEAPON3.bmp"	500	1	398	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface3.bmp"	"WEAPON3.bmp"	1000	1	503	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace1.bmp"	"TOOL2.bmp"	500	0	427	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace2.bmp"	"WEAPON4.bmp"	500	0	339	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface4.bmp"	"WEAPON2.bmp"	500	1	467	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface1.bmp"	"WEAPON1.bmp"	500	0	371	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface2.bmp"	"WEAPON2.bmp"	500	1	243	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace3.bmp"	"TOOL4.bmp"	500	0	267	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface3.bmp"	"TOOL3.bmp"	500	1	355	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface4.bmp"	"TOOL1.bmp"	500	0	443	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface1.bmp"	"WEAPON1.bmp"	500	0	370	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace4.bmp"	"WEAPON4.bmp"	500	0	346	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace1.bmp"	"WEAPON3.bmp"	500	1	402	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface2.bmp"	"TOOL1.bmp"	1000	1	506	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface2.bmp"	"WEAPON2.bmp"	500	1	446	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace2.bmp"	"TOOL2.bmp"	500	1	406	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface4.bmp"	"WEAPON4.bmp"	500	1	286	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface1.bmp"	"TOOL4.bmp"	500	1	302	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface3.bmp"	"WEAPON3.bmp"	500	1	286	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace3.bmp"	"WEAPON1.bmp"	500	1	454	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace4.bmp"	"TOOL3.bmp"	500	1	430	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace1.bmp"	"TOOL4.bmp"	500	1	486	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface4.bmp"	"TOOL3.bmp"	500	1	422	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace2.bmp"	"WEAPON1.bmp"	1000	0	502	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace3.bmp"	"TOOL2.bmp"	500	0	441	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace4.bmp"	"WEAPON3.bmp"	500	0	377	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace1.bmp"	"TOOL1.bmp"	1000	1	553	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface1.bmp"	"WEAPON4.bmp"	500	1	404	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteGun"	"whiteface3.bmp"	"WEAPON2.bmp"	500	0	348	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispTool"	"hispFace2.bmp"	"TOOL4.bmp"	1000	1	524	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface2.bmp"	"TOOL3.bmp"	500	1	472	"white"
102	"LeftGun"	"WhiteHisp"	4	"WhiteTool"	"whiteface3.bmp"	"TOOL2.bmp"	1000	1	512	"white"
102	"LeftGun"	"WhiteHisp"	4	"HispGun"	"hispFace3.bmp"	"WEAPON1.bmp"	500	0	331	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace1.bmp"	"TOOL4.bmp"	500	1	402	"white"
105	"RightGun"	"BlackHisp"	2	"BlackGun"	"BlackFace2.bmp"	"WEAPON1.bmp"	500	1	426	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace2.bmp"	"TOOL2.bmp"	500	1	370	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace3.bmp"	"WEAPON4.bmp"	500	1	402	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace1.bmp"	"TOOL3.bmp"	1000	1	594	"white"
105	"RightGun"	"BlackHisp"	2	"BlackGun"	"BlackFace4.bmp"	"WEAPON3.bmp"	500	0	324	"white"
105	"RightGun"	"BlackHisp"	2	"BlackGun"	"BlackFace3.bmp"	"WEAPON2.bmp"	500	1	364	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace4.bmp"	"TOOL1.bmp"	500	1	420	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace3.bmp"	"TOOL2.bmp"	500	0	404	"white"
105	"RightGun"	"BlackHisp"	2	"BlackGun"	"BlackFace4.bmp"	"WEAPON4.bmp"	500	1	444	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace1.bmp"	"TOOL4.bmp"	500	1	260	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace2.bmp"	"WEAPON1.bmp"	500	1	452	"white"
105	"RightGun"	"BlackHisp"	2	"BlackGun"	"BlackFace2.bmp"	"WEAPON3.bmp"	500	0	372	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace3.bmp"	"WEAPON2.bmp"	500	1	324	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace4.bmp"	"WEAPON3.bmp"	500	1	340	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace1.bmp"	"TOOL1.bmp"	500	1	228	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace2.bmp"	"WEAPON2.bmp"	500	1	356	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace1.bmp"	"TOOL3.bmp"	500	1	364	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace3.bmp"	"TOOL3.bmp"	500	0	428	"white"
105	"RightGun"	"BlackHisp"	2	"BlackGun"	"BlackFace2.bmp"	"WEAPON4.bmp"	1000	1	564	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace4.bmp"	"TOOL2.bmp"	500	0	367	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace3.bmp"	"TOOL1.bmp"	500	0	311	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace4.bmp"	"TOOL4.bmp"	500	1	287	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace1.bmp"	"WEAPON1.bmp"	500	1	231	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace2.bmp"	"WEAPON1.bmp"	500	1	198	"white"
105	"RightGun"	"BlackHisp"	2	"BlackGun"	"BlackFace1.bmp"	"WEAPON2.bmp"	500	0	230	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace3.bmp"	"TOOL3.bmp"	500	0	319	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace3.bmp"	"WEAPON4.bmp"	500	0	319	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace4.bmp"	"WEAPON3.bmp"	500	0	487	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace1.bmp"	"TOOL4.bmp"	500	0	263	"white"
105	"RightGun"	"BlackHisp"	2	"BlackGun"	"BlackFace4.bmp"	"WEAPON1.bmp"	500	0	239	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace1.bmp"	"TOOL1.bmp"	500	0	95	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace2.bmp"	"TOOL2.bmp"	500	1	459	"white"
105	"RightGun"	"BlackHisp"	2	"BlackGun"	"BlackFace3.bmp"	"WEAPON4.bmp"	500	1	315	"white"
105	"RightGun"	"BlackHisp"	2	"BlackGun"	"BlackFace1.bmp"	"WEAPON3.bmp"	500	1	299	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace2.bmp"	"WEAPON2.bmp"	500	1	251	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace3.bmp"	"TOOL3.bmp"	500	0	283	"white"
105	"RightGun"	"BlackHisp"	2	"BlackGun"	"BlackFace2.bmp"	"WEAPON1.bmp"	500	0	315	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace4.bmp"	"WEAPON3.bmp"	500	1	226	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace1.bmp"	"WEAPON4.bmp"	500	1	274	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace2.bmp"	"TOOL4.bmp"	500	1	370	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace3.bmp"	"TOOL1.bmp"	500	1	443	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace4.bmp"	"TOOL2.bmp"	500	0	371	"white"
105	"RightGun"	"BlackHisp"	2	"BlackGun"	"BlackFace2.bmp"	"WEAPON2.bmp"	500	0	435	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace4.bmp"	"TOOL3.bmp"	500	1	427	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace3.bmp"	"TOOL1.bmp"	500	1	403	"white"
105	"RightGun"	"BlackHisp"	2	"BlackGun"	"BlackFace4.bmp"	"WEAPON1.bmp"	500	1	363	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace1.bmp"	"TOOL4.bmp"	500	1	331	"white"
105	"RightGun"	"BlackHisp"	2	"BlackGun"	"BlackFace1.bmp"	"WEAPON4.bmp"	500	1	283	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace2.bmp"	"TOOL2.bmp"	500	0	299	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace3.bmp"	"TOOL2.bmp"	500	0	403	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace4.bmp"	"TOOL4.bmp"	500	1	283	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace2.bmp"	"TOOL1.bmp"	500	0	203	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace3.bmp"	"WEAPON3.bmp"	500	0	227	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace1.bmp"	"TOOL3.bmp"	500	0	315	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace4.bmp"	"WEAPON2.bmp"	500	0	227	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace1.bmp"	"TOOL2.bmp"	500	0	322	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace3.bmp"	"TOOL4.bmp"	500	0	338	"white"
105	"RightGun"	"BlackHisp"	2	"BlackGun"	"BlackFace2.bmp"	"WEAPON3.bmp"	500	0	258	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace4.bmp"	"TOOL3.bmp"	500	0	347	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace2.bmp"	"WEAPON4.bmp"	500	1	347	"white"
105	"RightGun"	"BlackHisp"	2	"BlackGun"	"BlackFace1.bmp"	"WEAPON1.bmp"	500	0	403	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace3.bmp"	"TOOL1.bmp"	500	0	459	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace4.bmp"	"WEAPON2.bmp"	500	1	499	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace1.bmp"	"TOOL1.bmp"	500	0	305	"white"
105	"RightGun"	"BlackHisp"	2	"BlackGun"	"BlackFace4.bmp"	"WEAPON3.bmp"	500	0	97	"white"
105	"RightGun"	"BlackHisp"	2	"BlackGun"	"BlackFace2.bmp"	"WEAPON1.bmp"	500	0	225	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace2.bmp"	"WEAPON4.bmp"	500	1	305	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace3.bmp"	"TOOL2.bmp"	500	0	337	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace1.bmp"	"TOOL3.bmp"	500	0	360	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace3.bmp"	"TOOL4.bmp"	500	1	376	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace4.bmp"	"WEAPON2.bmp"	500	1	272	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace1.bmp"	"WEAPON4.bmp"	500	1	264	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace2.bmp"	"TOOL3.bmp"	500	1	216	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace3.bmp"	"WEAPON3.bmp"	500	0	255	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace4.bmp"	"TOOL1.bmp"	500	1	271	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace1.bmp"	"TOOL2.bmp"	500	0	255	"white"
105	"RightGun"	"BlackHisp"	2	"BlackTool"	"BlackFace4.bmp"	"TOOL4.bmp"	500	1	175	"white"
105	"RightGun"	"BlackHisp"	2	"HispGun"	"hispFace1.bmp"	"WEAPON2.bmp"	500	0	271	"white"
105	"RightGun"	"BlackHisp"	2	"HispTool"	"hispFace2.bmp"	"TOOL4.bmp"	500	0	175	"white"
