"Subject"	"Session"	"SessionDate"	"SessionTime"	"Condition"	"mapping"	"Trial"	"Gender.RESP"	"Race.RESP"	"SubTrial"	"BlackPrime"	"ChunkList"	"Correct"	"feedbackmask"	"GunTarget"	"ITIValue"	"NeuTarget"	"Probe.ACC"	"Probe.RT"	"Probe1.ACC"	"Probe1.RT"	"ProbeType"	"Procedure.Trial."	"Procedure.SubTrial."	"Repeat"	"Running.SubTrial."	"ToolTarget"	"TrialType"	"WhitePrime"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	129	"BlackFace4.bmp"	5	"j"	"fast"	""	NA	"gripstrength.bmp"	1	428	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	130	"BlackFace2.bmp"	5	"j"	"fast"	""	NA	"banana.bmp"	0	307	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	131	""	5	"j"	"fast"	""	NA	"banana.bmp"	1	419	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface2.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	132	""	5	"f"	"fast"	"WEAPON4.bmp"	NA	""	1	346	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface3.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	133	"BlackFace3.bmp"	5	"j"	"fast"	""	NA	"giraffe.bmp"	1	401	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	134	"BlackFace1.bmp"	5	"f"	"slow"	"WEAPON2.bmp"	NA	""	1	576	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	135	"BlackFace2.bmp"	5	"j"	"fast"	""	NA	"gripstrength.bmp"	1	264	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	136	""	5	"j"	"fast"	""	NA	"absneut3.bmp"	0	327	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface4.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	137	"BlackFace4.bmp"	5	"f"	"slow"	"WEAPON1.bmp"	NA	""	1	526	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	138	""	5	"j"	"fast"	""	NA	"absneut3.bmp"	1	254	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface2.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	139	""	5	"j"	"fast"	""	NA	"giraffe.bmp"	0	253	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface4.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	140	"BlackFace3.bmp"	5	"f"	"fast"	"WEAPON3.bmp"	NA	""	1	380	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	141	""	5	"j"	"fast"	""	NA	"banana.bmp"	1	291	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface1.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	142	"BlackFace4.bmp"	5	"f"	"fast"	"WEAPON2.bmp"	NA	""	1	267	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	143	"BlackFace2.bmp"	5	"j"	"fast"	""	NA	"gripstrength.bmp"	1	281	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	144	""	5	"f"	"fast"	"WEAPON1.bmp"	NA	""	1	120	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface3.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	145	"BlackFace3.bmp"	5	"j"	"fast"	""	NA	"gripstrength.bmp"	1	176	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	146	""	5	"j"	"fast"	""	NA	"banana.bmp"	0	303	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface4.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	147	"BlackFace1.bmp"	5	"j"	"slow"	""	NA	"giraffe.bmp"	1	550	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	148	"BlackFace4.bmp"	5	"f"	"fast"	"WEAPON4.bmp"	NA	""	0	261	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	149	"BlackFace3.bmp"	5	"j"	"fast"	""	NA	"absneut3.bmp"	1	357	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	150	""	5	"f"	"fast"	"WEAPON3.bmp"	NA	""	1	260	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface2.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	151	"BlackFace1.bmp"	5	"f"	"fast"	"WEAPON2.bmp"	NA	""	0	123	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	152	""	5	"j"	"fast"	""	NA	"giraffe.bmp"	0	275	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface3.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	153	""	5	"f"	"fast"	"WEAPON1.bmp"	NA	""	0	234	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface1.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	154	"BlackFace2.bmp"	5	"j"	"fast"	""	NA	"absneut3.bmp"	1	361	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	155	""	5	"f"	"fast"	"WEAPON4.bmp"	NA	""	1	256	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface4.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	156	""	5	"j"	"fast"	""	NA	"banana.bmp"	1	288	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface2.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	157	"BlackFace3.bmp"	5	"f"	"fast"	"WEAPON3.bmp"	NA	""	1	231	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	158	"BlackFace2.bmp"	5	"f"	"fast"	"WEAPON3.bmp"	NA	""	0	222	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	159	"BlackFace1.bmp"	5	"j"	"fast"	""	NA	"gripstrength.bmp"	0	262	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	160	""	5	"j"	"fast"	""	NA	"absneut3.bmp"	1	149	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface3.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	161	"BlackFace4.bmp"	5	"j"	"fast"	""	NA	"banana.bmp"	1	252	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	162	""	5	"j"	"fast"	""	NA	"giraffe.bmp"	1	354	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface1.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	163	""	5	"f"	"fast"	"WEAPON4.bmp"	NA	""	1	98	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface4.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	164	""	5	"f"	"fast"	"WEAPON1.bmp"	NA	""	0	217	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface3.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	165	"BlackFace3.bmp"	5	"f"	"fast"	"WEAPON2.bmp"	NA	""	1	160	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	166	""	5	"j"	"fast"	""	NA	"gripstrength.bmp"	1	256	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface2.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	167	""	5	"f"	"fast"	"WEAPON1.bmp"	NA	""	1	79	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface1.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	168	"BlackFace4.bmp"	5	"f"	"fast"	"WEAPON3.bmp"	NA	""	0	134	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	169	"BlackFace1.bmp"	5	"f"	"fast"	"WEAPON4.bmp"	NA	""	1	277	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	170	""	5	"f"	"fast"	"WEAPON2.bmp"	NA	""	0	301	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface2.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	171	"BlackFace2.bmp"	5	"j"	"fast"	""	NA	"banana.bmp"	1	428	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	172	""	5	"j"	"fast"	""	NA	"absneut3.bmp"	1	259	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface1.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	173	"BlackFace1.bmp"	5	"f"	"fast"	"WEAPON2.bmp"	NA	""	1	283	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	174	""	5	"f"	"fast"	"WEAPON3.bmp"	NA	""	0	218	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface4.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	175	""	5	"f"	"fast"	"WEAPON4.bmp"	NA	""	0	289	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface3.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	176	"BlackFace2.bmp"	5	"j"	"fast"	""	NA	"giraffe.bmp"	1	336	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	177	"BlackFace4.bmp"	5	"j"	"fast"	""	NA	"gripstrength.bmp"	0	320	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	178	""	5	"f"	"fast"	"WEAPON1.bmp"	NA	""	0	271	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface1.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	179	"BlackFace3.bmp"	5	"f"	"fast"	"WEAPON4.bmp"	NA	""	0	286	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	180	""	5	"j"	"fast"	""	NA	"banana.bmp"	1	318	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface4.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	181	"BlackFace4.bmp"	5	"j"	"fast"	""	NA	"gripstrength.bmp"	0	333	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	182	"BlackFace3.bmp"	5	"f"	"fast"	"WEAPON3.bmp"	NA	""	0	356	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	184	"BlackFace2.bmp"	7	"f"	"slow"	"WEAPON1.bmp"	NA	""	1	512	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	185	""	7	"j"	"fast"	""	NA	"giraffe.bmp"	1	271	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface2.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	186	""	7	"f"	"fast"	"WEAPON2.bmp"	NA	""	0	246	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface3.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	187	"BlackFace1.bmp"	7	"f"	"fast"	"WEAPON4.bmp"	NA	""	1	326	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	188	"BlackFace4.bmp"	7	"j"	"fast"	""	NA	"absneut3.bmp"	1	357	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	189	""	7	"j"	"fast"	""	NA	"gripstrength.bmp"	1	277	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface4.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	190	""	7	"j"	"fast"	""	NA	"giraffe.bmp"	0	412	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface1.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	191	""	7	"j"	"fast"	""	NA	"banana.bmp"	1	363	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface3.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	192	"BlackFace2.bmp"	7	"f"	"fast"	"WEAPON1.bmp"	NA	""	1	275	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	193	"BlackFace3.bmp"	7	"j"	"fast"	""	NA	"absneut3.bmp"	1	338	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	194	"BlackFace1.bmp"	7	"f"	"fast"	"WEAPON2.bmp"	NA	""	0	313	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	195	""	7	"f"	"fast"	"WEAPON3.bmp"	NA	""	1	209	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface2.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	196	"BlackFace1.bmp"	7	"f"	"fast"	"WEAPON1.bmp"	NA	""	0	280	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	197	""	7	"f"	"fast"	"WEAPON3.bmp"	NA	""	1	272	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface2.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	198	"BlackFace3.bmp"	7	"j"	"fast"	""	NA	"giraffe.bmp"	1	439	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	199	"BlackFace2.bmp"	7	"j"	"fast"	""	NA	"banana.bmp"	0	278	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	200	"BlackFace4.bmp"	7	"j"	"fast"	""	NA	"absneut3.bmp"	1	294	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	201	"BlackFace3.bmp"	7	"f"	"fast"	"WEAPON4.bmp"	NA	""	0	277	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	202	"BlackFace2.bmp"	7	"j"	"fast"	""	NA	"gripstrength.bmp"	0	164	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	203	"BlackFace4.bmp"	7	"j"	"fast"	""	NA	"gripstrength.bmp"	1	259	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	204	""	7	"j"	"fast"	""	NA	"giraffe.bmp"	1	258	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface4.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	205	"BlackFace1.bmp"	7	"f"	"fast"	"WEAPON2.bmp"	NA	""	1	393	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	206	""	7	"f"	"fast"	"WEAPON1.bmp"	NA	""	0	224	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface1.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	207	""	7	"f"	"fast"	"WEAPON3.bmp"	NA	""	1	336	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface3.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	208	""	7	"f"	"fast"	"WEAPON4.bmp"	NA	""	1	255	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface1.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	209	""	7	"j"	"fast"	""	NA	"absneut3.bmp"	0	118	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface4.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	210	"BlackFace3.bmp"	7	"f"	"fast"	"WEAPON2.bmp"	NA	""	0	117	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	211	"BlackFace4.bmp"	7	"f"	"fast"	"WEAPON1.bmp"	NA	""	1	205	NA	NA	"WEAPON1.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	212	"BlackFace1.bmp"	7	"j"	"fast"	""	NA	"banana.bmp"	0	204	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	213	"BlackFace2.bmp"	7	"j"	"fast"	""	NA	"banana.bmp"	1	227	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	214	""	7	"j"	"fast"	""	NA	"giraffe.bmp"	1	483	NA	NA	"giraffe.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface2.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	215	"BlackFace4.bmp"	7	"j"	"fast"	""	NA	"gripstrength.bmp"	1	282	NA	NA	"gripstrength.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	216	""	7	"f"	"fast"	"WEAPON4.bmp"	NA	""	1	273	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface3.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	217	""	7	"f"	"fast"	"WEAPON3.bmp"	NA	""	0	248	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface4.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	218	""	7	"f"	"fast"	"WEAPON2.bmp"	NA	""	1	304	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface3.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	219	"BlackFace2.bmp"	7	"j"	"fast"	""	NA	"absneut3.bmp"	1	375	NA	NA	"absneut3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackNeu"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	220	"BlackFace1.bmp"	7	"f"	"fast"	"WEAPON4.bmp"	NA	""	0	270	NA	NA	"WEAPON4.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"BlackGun"	""
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	221	""	7	"f"	"fast"	"WEAPON3.bmp"	NA	""	1	102	NA	NA	"WEAPON3.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface2.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	222	""	7	"f"	"fast"	"WEAPON2.bmp"	NA	""	0	301	NA	NA	"WEAPON2.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteGun"	"whiteface1.bmp"
19	1	"12/2/2015"	"17:18:40"	"GunNeu"	"LeftGun"	4	2	1	223	""	7	"j"	"fast"	""	NA	"banana.bmp"	0	316	NA	NA	"banana.bmp"	"RunProc"	"TrialProc"	""	"ChunkList"	""	"WhiteNeu"	"whiteface2.bmp"
